01:17:01 | INFO | 🚀 Initiating The First Voyage - Seed Zero Foundation
01:17:01 | INFO | Semantic Baker initialized with model: all-MiniLM-L6-v2
01:17:01 | INFO | Loaded 11 pre-baked intent embeddings (55 total examples)
01:17:01 | INFO | ✅ Instant boot: Loaded pre-baked embeddings
01:17:01 | INFO | 🏛️ SimulatorHost initialized - Single Source of Truth
01:17:01 | INFO | 🚀 Initializing SimulatorHost...
01:17:01 | INFO | 🆕 Creating new game state
01:17:01 | INFO | ⚖️ Loading Arbiter (Deterministic Logic Core)...
01:17:01 | INFO | Deterministic Arbiter (Iron Frame) initialized.
01:17:01 | INFO | 📖 Loading Chronicler (Narrative Engine)...
01:17:01 | INFO | Initializing Chronicler with ollama:llama3.2:1b
01:17:01 | INFO | 🎲 Loading Quartermaster...
01:17:01 | INFO | 💎 Loading Loot System...
01:17:01 | INFO | LootSystem initialized without artifact support
01:17:01 | INFO | ✅ SimulatorHost initialization complete
01:17:01 | INFO | ⏰ Voyage started at 2026-02-07 01:17:01.337476
01:17:01 | INFO | 📍 Turn 1/100
01:17:01 | INFO | Loading embedding model on-demand: all-MiniLM-L6-v2
01:17:07 | INFO | Intent resolution: 'I look around the tavern' → investigate (confidence: 0.441, matched exemplar: 'Look around for anything unusual')
01:17:07 | ERROR | ❌ Action processing failed: 'IntentMatch' object has no attribute 'reasoning'
01:17:07 | INFO | 📍 Turn 2/100
01:17:07 | INFO | Intent resolution: 'I talk to the bartender' → charm (confidence: 0.591, matched exemplar: 'Flatter the bartender to get free information')
01:17:07 | ERROR | ❌ Action processing failed: 'IntentMatch' object has no attribute 'reasoning'
01:17:07 | INFO | 📍 Turn 3/100
01:17:07 | INFO | Intent resolution: 'I investigate the wooden table' → distract (confidence: 0.501, matched exemplar: 'Kick over a table to cause a loud commotion')
01:17:07 | ERROR | ❌ Action processing failed: 'IntentMatch' object has no attribute 'reasoning'
01:17:08 | INFO | 📍 Turn 4/100
01:17:08 | INFO | Intent resolution: 'I talk to the guard' → charm (confidence: 0.642, matched exemplar: 'Convince the guard to let me pass with words')
01:17:08 | ERROR | ❌ Action processing failed: 'IntentMatch' object has no attribute 'reasoning'
01:17:08 | INFO | 📍 Turn 5/100
01:17:08 | INFO | Intent resolution: 'I investigate the beer mug' → distract (confidence: 0.594, matched exemplar: 'Throw a beer mug at someone to create a distraction')
01:17:08 | ERROR | ❌ Action processing failed: 'IntentMatch' object has no attribute 'reasoning'
01:17:08 | INFO | 📍 Turn 6/100
01:17:08 | INFO | Intent resolution: 'I rest at the table' → distract (confidence: 0.451, matched exemplar: 'Kick over a table to cause a loud commotion')
01:17:08 | ERROR | ❌ Action processing failed: 'IntentMatch' object has no attribute 'reasoning'
01:17:08 | INFO | 📍 Turn 7/100
01:17:08 | INFO | Intent resolution: 'I talk to the bartender about the town' → charm (confidence: 0.548, matched exemplar: 'Flatter the bartender to get free information')
01:17:08 | ERROR | ❌ Action processing failed: 'IntentMatch' object has no attribute 'reasoning'
01:17:08 | INFO | 📍 Turn 8/100
01:17:08 | INFO | Intent resolution: 'I investigate the tavern entrance' → investigate (confidence: 0.498, matched exemplar: 'Search the room carefully for hidden clues')
01:17:08 | ERROR | ❌ Action processing failed: 'IntentMatch' object has no attribute 'reasoning'
01:17:08 | INFO | 📍 Turn 9/100
